# CONFIG: NODES=50000 | MAP=20000 | MAX_RANGE=500 (Euclidean)
# ID Costo X Y
15057 117 17281 3971
15058 105 6279 1939
15059 796 16765 13959
15060 149 9450 8030
15061 843 8108 2743
15062 715 8660 11707
15063 109 12417 12176
15064 180 16715 4086
15065 618 15195 12032
15066 68 2643 15552
15067 287 706 8052
15068 287 7930 15082
15069 372 6481 5064
15070 313 12495 15368
15071 225 928 10833
15072 332 12449 4524
15073 220 2995 5073
15074 851 4045 2393
15075 121 11028 8448
15076 616 2177 3720
15077 38 885 4505
15078 510 12424 379
15079 764 3357 8121
15080 218 13173 19105
15081 379 1728 1082
15082 87 4213 5784
15083 177 10134 8676
15084 679 13888 14343
15085 845 8006 11977
15086 281 6559 18367
15087 803 4459 10353
15088 136 13907 3929
15089 996 13413 3560
15090 742 10245 18706
15091 762 10193 8851
15092 821 4642 13536
15093 291 2794 17496
15094 224 10795 10308
15095 558 14371 10378
15096 552 5053 13155
15097 71 4169 12083
15098 286 17493 3488
15099 1000 19022 10189
15100 828 1028 5995
15101 209 6275 4376
15102 389 11381 18191
15103 855 19436 7536
15104 67 11397 16750
15105 906 6758 10920
15106 540 5616 16645
15107 38 991 11012
15108 56 16247 10359
15109 100 16288 16661
15110 837 19199 14780
15111 275 6940 11819
15112 376 9656 4309
15113 730 5925 9191
15114 510 15511 16133
15115 302 15808 8293
15116 409 8961 18530
15117 261 8668 19244
15118 447 1111 10030
15119 59 9250 1732
15120 405 14246 285
15121 904 18622 17434
15122 409 16745 4447
15123 454 9753 17902
15124 382 4125 14990
15125 518 11960 6812
15126 243 15159 19454
15127 934 18431 11522
15128 31 9511 12446
15129 153 19097 3298
15130 917 3974 725
15131 489 8328 798
15132 269 5149 11811
15133 627 11607 6491
15134 104 14256 1426
15135 597 14225 1980
15136 872 7292 4631
15137 41 8286 15359
15138 156 14429 18470
15139 379 13013 4458
15140 313 3412 15627
15141 712 6595 4075
15142 232 12918 1860
15143 70 4315 12180
15144 314 7573 19152
15145 530 8078 19578
15146 980 17405 8475
15147 480 8763 5064
15148 376 18245 18782
15149 447 5088 7955
15150 615 2975 16363
15151 434 8670 18674
15152 958 8603 11014
15153 725 10036 19808
15154 872 11611 11601
15155 906 14955 16615
15156 469 3800 5678
15157 514 6325 3578
15158 459 9433 4709
15159 244 3488 17337
15160 964 4349 4753
15161 175 9170 775
15162 998 6988 19651
15163 893 6837 12915
15164 406 4238 15590
15165 428 3354 15127
15166 794 8867 996
15167 294 9069 1324
15168 689 12761 11021
15169 92 12012 3253
15170 396 5353 18102
15171 91 7582 16536
15172 368 4022 521
15173 734 214 4451
15174 745 4301 17429
15175 48 19762 5306
15176 705 15624 9566
15177 375 11092 19256
15178 745 5560 17232
15179 808 4418 14495
15180 503 13762 16068
15181 221 8942 5982
15182 725 6887 10431
15183 942 8683 7111
15184 208 7511 14968
15185 542 4364 14433
15186 438 7076 19920
15187 91 18955 6131
15188 52 11295 3922
15189 398 390 4520
15190 461 46 16047
15191 273 5411 2218
15192 986 6347 8237
15193 989 17102 12627
15194 819 18653 12538
15195 905 11248 7096
15196 379 16276 2237
15197 264 11680 15610
15198 374 3650 863
15199 583 5947 140
15200 209 18605 18331
15201 474 2146 18222
15202 691 7273 993
15203 62 18623 11840
15204 871 15607 6867
15205 470 7632 15305
15206 143 7462 3455
15207 920 15608 6316
15208 769 9016 2806
15209 358 10202 16947
15210 710 1693 5239
15211 631 14872 12226
15212 162 878 17219
15213 743 13499 17829
15214 632 607 8
15215 164 1926 15468
15216 584 5663 901
15217 902 15649 2798
15218 544 5132 3972
15219 365 19147 9151
15220 620 5897 8038
15221 433 10595 18685
15222 250 1238 4305
15223 842 6871 2470
15224 748 10743 16911
15225 127 15222 11494
15226 466 15081 11821
15227 181 968 6478
15228 848 6442 450
15229 561 18048 17228
15230 894 1857 14219
15231 299 99 19824
15232 354 2196 15232
15233 987 386 5547
15234 979 9164 3989
15235 58 7242 787
15236 650 14539 16817
15237 515 17899 13867
15238 727 11454 16897
15239 358 15879 10634
15240 982 17734 11078
15241 356 160 19257
15242 320 18842 3177
15243 313 10985 1412
15244 932 14343 5766
15245 432 8129 12806
15246 141 9544 12889
15247 523 14592 5832
15248 116 14065 11112
15249 304 17700 4090
15250 325 4401 1289
15251 286 7404 18135
15252 708 10615 1506
15253 159 8495 13151
15254 907 3474 15957
15255 688 12650 8545
15256 629 6336 9695
15257 935 6592 18808
15258 445 9389 3493
15259 272 12375 14717
15260 579 1098 14470
15261 587 18341 13745
15262 555 16736 11793
15263 287 10310 14631
15264 65 2469 2819
15265 478 12952 14311
15266 306 4955 14050
15267 468 3003 16515
15268 470 7738 18974
15269 231 17628 10388
15270 63 14893 15489
15271 295 2375 5246
15272 909 18841 6971
15273 768 3588 14128
15274 702 8715 11677
15275 160 19583 17089
15276 968 8476 8088
15277 24 14370 17910
15278 12 8860 14430
15279 504 9592 1287
15280 408 19306 6583
15281 831 11290 2237
15282 392 16677 14649
15283 192 12907 19002
15284 152 14159 19316
15285 694 1644 7227
15286 985 5211 15388
15287 804 6826 11216
15288 154 16263 3860
15289 922 11934 12759
15290 84 15852 6048
15291 14 5056 8164
15292 809 880 18106
15293 685 11187 15002
15294 367 16578 18877
15295 386 19234 3772
15296 732 7671 4648
15297 358 9992 5951
15298 30 12725 12473
15299 562 226 19016
15300 948 27 10932
15301 227 16092 17619
15302 57 13345 19849
15303 217 6735 1010
15304 850 8803 2397
15305 356 8057 13292
15306 612 6194 4096
15307 454 16894 10589
15308 641 17567 8747
15309 896 19728 14542
15310 764 14456 904
15311 446 16329 1425
15312 520 1441 815
15313 111 8924 12364
15314 263 9109 7851
15315 62 14586 1028
15316 91 9102 19374
15317 923 15997 10121
15318 406 9296 6454
15319 94 18344 14341
15320 525 12503 7810
15321 200 15021 14308
15322 923 2599 11723
15323 829 15663 16049
15324 766 9864 203
15325 393 10650 8354
15326 449 16436 14323
15327 162 3995 17154
15328 751 9518 17668
15329 78 16366 10079
15330 510 8980 5581
15331 913 16577 11847
15332 266 7663 2081
15333 525 3566 19803
15334 187 16402 15405
15335 735 13705 6790
15336 186 8461 18741
15337 149 2692 5276
15338 600 6715 7169
15339 928 19176 17175
15340 331 5217 4019
15341 24 18454 780
15342 226 15106 4027
15343 306 4542 220
15344 274 8949 16759
15345 474 11505 13759
15346 382 15826 2328
15347 761 8713 3619
15348 409 15225 12447
15349 333 231 9722
15350 613 13686 17958
15351 96 7558 18898
15352 712 3235 13168
15353 460 10161 12143
15354 952 13129 16107
15355 964 14749 13090
15356 746 12204 15526
15357 420 14189 12611
15358 413 8247 15750
15359 371 1535 18420
15360 522 4119 275
15361 610 11207 4576
15362 347 14279 10185
15363 82 10507 6063
15364 73 16089 11919
15365 648 9421 18783
15366 516 17605 17019
15367 617 17341 4402
15368 509 18294 16425
15369 379 4705 15336
15370 155 9800 9039
15371 451 5459 162
15372 380 2523 18153
15373 921 1330 13571
15374 619 19900 5576
15375 812 17570 15316
15376 452 7607 17242
15377 73 9031 1137
15378 153 12448 15694
15379 891 10003 13594
15380 608 14148 6624
15381 176 1226 8052
15382 263 2874 8419
15383 101 1822 6356
15384 590 17825 6223
15385 850 7833 7923
15386 121 649 2588
15387 279 3671 16656
15388 372 702 13123
15389 554 8244 16441
15390 545 10596 11243
15391 390 16323 10478
15392 374 4372 9487
15393 412 5029 18661
15394 86 3419 11259
15395 431 9059 6319
15396 968 19943 14990
15397 475 8288 11352
15398 334 17146 6918
15399 990 2387 14846
15400 214 18739 17898
15401 739 16438 14951
15402 346 2916 7914
15403 988 11439 13022
15404 907 13900 14156
15405 837 8108 6662
15406 373 17780 18847
15407 690 17602 14331
15408 485 8203 2237
15409 344 17494 4615
15410 719 12683 1504
15411 639 4019 19660
15412 803 19108 3632
15413 280 14161 4224
15414 323 13912 19751
15415 730 15418 13792
15416 210 5508 19395
15417 300 12888 17585
15418 547 4501 14143
15419 506 11858 3831
15420 205 19328 14993
15421 588 14224 15774
15422 102 19864 1592
15423 680 128 4296
15424 631 16202 2525
15425 886 1904 10250
15426 202 4168 295
15427 172 17695 14883
15428 137 3304 4214
15429 595 11971 2465
15430 930 1358 8978
15431 185 11529 12540
15432 437 9985 8869
15433 46 5992 4931
15434 354 3075 12802
15435 232 13927 13370
15436 227 7727 19714
15437 544 11560 1195
15438 203 5100 9435
15439 141 4308 12558
15440 699 10585 7883
15441 987 17644 2993
15442 250 9060 474
15443 331 1758 16204
15444 784 10268 19506
15445 77 17270 9300
15446 72 8967 5230
15447 551 4624 9276
15448 781 9749 6213
15449 509 11354 1614
15450 24 9175 12093
15451 765 19668 6958
15452 537 8085 6032
15453 665 1773 19144
15454 820 18514 19926
15455 153 15257 800
15456 14 8683 8841
15457 98 9905 6626
15458 489 788 394
15459 695 15866 3152
15460 251 18260 5698
15461 971 10765 7914
15462 496 4234 16022
15463 456 7229 16040
15464 273 11619 11244
15465 76 14445 13036
15466 464 14338 4170
15467 979 11697 15591
15468 338 7380 11060
15469 958 10157 18265
15470 489 3497 9440
15471 940 3189 5889
15472 448 12767 13313
15473 922 3465 11127
15474 232 8095 19008
15475 631 18910 4179
15476 483 8724 5873
15477 994 1671 4549
15478 70 2260 11329
15479 915 3218 6805
15480 661 8345 7293
15481 61 8177 18657
15482 493 14308 5164
15483 526 17681 10831
15484 841 5928 9437
15485 203 14629 15504
15486 81 7052 18512
15487 895 4312 19759
15488 236 19781 1422
15489 715 14743 3667
15490 161 19677 3592
15491 623 14470 11358
15492 723 7943 18591
15493 483 11882 10323
15494 831 2868 9431
15495 818 5923 2761
15496 972 2935 13809
15497 44 6126 5808
15498 622 12831 10656
15499 13 2911 1502
15500 204 9047 8238
15501 907 12906 8230
15502 283 7064 12854
15503 225 9506 8224
15504 837 5254 18462
15505 105 13710 19275
15506 170 8286 4828
15507 484 244 1847
15508 951 4923 5411
15509 745 14464 13040
15510 336 16391 7830
15511 530 5151 15132
15512 934 1538 16622
15513 337 14615 17870
15514 67 15807 3487
15515 202 19712 7153
15516 233 17708 12194
15517 54 1294 467
15518 931 19267 1421
15519 226 1965 13860
15520 536 4604 11210
15521 964 13897 15592
15522 300 14612 10836
15523 574 13188 12113
15524 500 13539 3951
15525 683 5429 18112
15526 679 10127 15155
15527 306 911 7907
15528 663 8985 13800
15529 198 7097 7216
15530 372 9405 12404
15531 301 13536 17313
15532 313 2131 10950
15533 350 13461 6576
15534 330 3967 15254
15535 331 16222 6685
15536 385 2227 16864
15537 415 3546 16374
15538 377 18641 12668
15539 945 18557 11826
15540 345 19002 13382
15541 52 13495 413
15542 468 7492 7173
15543 196 10314 5028
15544 764 18657 12948
15545 272 8914 16902
15546 18 4576 2892
15547 198 18479 5234
15548 104 4190 10684
15549 371 8702 11092
15550 659 15727 19263
15551 474 12067 6486
15552 506 4274 7531
15553 56 12992 13540
15554 301 8946 2296
15555 324 4716 14078
15556 199 7012 1881
15557 568 15462 1515
15558 819 2538 7231
15559 193 15947 5087
15560 156 19344 18335
15561 644 3993 528
15562 663 6563 11852
15563 923 4869 10203
15564 166 6232 19861
15565 663 5445 19901
15566 99 12100 1079
15567 413 10014 18604
15568 276 4360 18251
15569 834 838 15101
15570 839 14172 19387
15571 627 10761 6492
15572 489 1783 17883
15573 685 17645 6960
15574 422 9635 16345
15575 61 15004 787
15576 169 14362 16573
15577 418 10181 9943
15578 396 14121 12849
15579 714 19908 10112
15580 451 18415 7273
15581 658 159 18516
15582 540 10135 6893
15583 172 13384 16566
15584 552 11664 537
15585 603 10714 10990
15586 816 5923 10950
15587 594 13997 5412
15588 396 15621 6041
15589 778 12462 18532
15590 836 4795 6904
15591 468 4677 10728
15592 260 5204 15985
15593 953 9967 13528
15594 738 17704 19848
15595 994 5427 15518
15596 488 1797 8863
15597 809 5794 6305
15598 663 7895 8300
15599 436 8238 14104
15600 57 13033 3452
15601 969 11581 3281
15602 756 9773 19644
15603 569 12659 2848
15604 900 1579 12400
15605 182 16816 12971
15606 405 16454 17986
15607 988 17037 17097
15608 288 15429 5551
15609 925 8211 19794
15610 782 8349 622
15611 95 8054 11803
15612 646 17043 13999
15613 829 10617 13667
15614 693 2840 7521
15615 58 9820 8948
15616 243 18397 17702
15617 567 7711 3325
15618 38 8112 17840
15619 603 3974 12944
15620 490 6246 8777
15621 79 13789 19189
15622 515 4430 6667
15623 813 16181 19741
15624 574 8116 19985
15625 804 77 2983
15626 962 5169 5241
15627 404 911 2515
15628 523 7047 3139
15629 41 12027 5910
15630 256 193 5022
15631 382 19003 3257
15632 84 4977 7086
15633 843 6384 7941
15634 705 12942 7105
15635 796 2181 9538
15636 576 159 19452
15637 181 5814 2606
15638 197 15893 1490
15639 572 8008 4004
15640 505 19490 13973
15641 863 6137 1145
15642 647 3683 5994
15643 28 11392 19804
15644 689 8024 3200
15645 660 14958 15923
15646 935 10492 13069
15647 17 18851 450
15648 681 186 3447
15649 984 19065 2594
15650 899 15168 12327
15651 850 11231 6965
15652 880 5707 9634
15653 254 10122 17353
15654 812 8427 7166
15655 126 16721 15760
15656 330 12213 2383
15657 321 9328 16148
15658 126 14265 3777
15659 929 15243 1919
15660 21 18102 14817
15661 154 4370 15814
15662 937 17466 6107
15663 64 1087 8339
15664 682 1526 7779
15665 891 17028 316
15666 299 17868 6622
15667 193 18608 3736
15668 125 6714 5496
15669 35 12466 413
15670 901 12276 19670
15671 281 7035 5831
15672 249 2492 17903
15673 201 4549 11478
15674 174 14774 12595
15675 681 11827 4835
15676 100 1406 5374
15677 111 7216 3660
15678 587 14308 15313
15679 179 11348 9507
15680 181 17338 7048
15681 705 12657 16190
15682 777 870 3326
15683 466 2734 13136
15684 125 16565 3631
15685 823 14188 15344
15686 764 17596 13481
15687 17 4446 19588
15688 108 5882 10481
15689 529 10914 6186
15690 782 13008 8407
15691 463 5547 14165
15692 184 7663 515
15693 639 5607 1336
15694 95 18788 9793
15695 223 15837 11075
15696 978 758 9270
15697 820 390 11829
15698 632 6467 2542
15699 808 17101 9208
15700 690 2433 1987
15701 468 11230 900
15702 12 10562 10476
15703 523 17288 8501
15704 570 10482 5367
15705 961 9542 13528
15706 73 16036 14633
15707 526 7624 16271
15708 472 8208 14292
15709 60 19987 16126
15710 680 227 18321
15711 676 7445 776
15712 289 14729 12868
15713 357 9637 1321
15714 339 16709 7611
15715 96 10737 254
15716 462 16303 5354
15717 666 5472 14895
15718 258 19495 14506
15719 201 4507 17973
15720 130 18504 845
15721 143 17928 7741
15722 120 356 11829
15723 74 2948 5165
15724 38 6333 8376
15725 880 13997 6404
15726 41 12561 17503
15727 50 2391 19547
15728 193 11923 965
15729 420 9923 1358
15730 77 10315 2104
15731 886 15370 8951
15732 746 15552 2544
15733 60 2907 15102
15734 563 12873 8897
15735 590 11522 14415
15736 579 14274 16718
15737 655 13288 6397
15738 925 2934 5358
15739 468 8343 1835
15740 325 19797 827
15741 711 9757 17793
15742 565 2629 8075
15743 601 17079 3947
15744 112 2046 4072
15745 725 8990 10986
15746 824 13332 16379
15747 459 13176 15228
15748 608 13634 2333
15749 284 11086 4235
15750 765 18497 13077
15751 505 949 3159
15752 166 1278 18620
15753 442 3098 14740
15754 86 10040 10849
15755 786 15832 15292
15756 915 1314 4224
15757 578 4999 6738
15758 730 137 8243
15759 322 11469 7536
15760 904 14814 16541
15761 481 5313 14431
15762 892 4455 10570
15763 70 6212 4874
15764 669 11577 19269
15765 284 5982 17436
15766 578 17174 18482
15767 379 15541 7724
15768 188 16450 16346
15769 644 15026 5616
15770 230 19912 6231
15771 923 11123 15486
15772 726 520 5354
15773 925 8353 983
15774 525 7952 18852
15775 210 13136 13883
15776 325 19871 17318
15777 556 12586 9377
15778 148 9371 8734
15779 609 14906 8141
15780 336 18259 7619
15781 144 12874 11364
15782 89 7856 19752
15783 436 18123 18116
15784 180 14875 13279
15785 264 5096 15509
15786 860 10927 7397
15787 926 7689 10215
15788 655 97 12793
15789 882 5178 1852
15790 444 3419 13468
15791 286 6371 8055
15792 278 1936 3823
15793 393 4364 3010
15794 271 13053 6430
15795 904 11251 5801
15796 420 13618 6939
15797 579 5614 17307
15798 918 13749 5962
15799 383 7115 6388
15800 300 15052 1053
15801 382 9041 8727
15802 767 11897 3840
15803 287 10042 6664
15804 96 9518 4826
15805 488 2539 3448
15806 920 11125 8688
15807 310 18869 8682
15808 499 18600 10893
15809 793 9464 5462
15810 554 2655 18160
15811 886 9806 5886
15812 253 9838 12404
15813 930 16569 3593
15814 175 12028 2444
15815 941 3645 4031
15816 780 13365 8949
15817 933 16092 5689
15818 305 8246 12694
15819 620 5833 19222
15820 187 16420 14488
15821 755 8296 14448
15822 229 6694 10590
15823 393 17311 16247
15824 378 18675 3874
15825 72 7859 68
15826 838 15227 10357
15827 387 3906 8555
15828 235 2467 17335
15829 914 9108 15732
15830 949 18639 5813
15831 357 7687 1596
15832 185 15254 18274
15833 767 8522 10626
15834 36 6441 2497
15835 153 16487 3007
15836 317 8224 13254
15837 557 7818 15676
15838 325 12580 5504
15839 847 6736 1554
15840 657 2326 8803
15841 445 13623 434
15842 408 13786 19344
15843 396 3743 867
15844 258 19494 13540
15845 631 14610 10142
15846 828 3356 4818
15847 944 2092 17002
15848 988 16091 19586
15849 356 1211 12640
15850 89 293 13917
15851 95 8724 14344
15852 19 11468 19048
15853 932 3354 3521
15854 12 5396 10434
15855 93 4547 6259
15856 11 13609 1445
15857 201 8333 1726
15858 581 15748 5408
15859 818 17731 13619
15860 664 16758 7432
15861 957 4379 3696
15862 577 5657 1968
15863 280 12815 2619
15864 154 17956 9678
15865 880 12187 1202
15866 791 15141 12944
15867 843 12475 19808
15868 906 14832 16556
15869 43 8561 5371
15870 302 2020 2210
15871 868 2777 9118
15872 273 8837 4470
15873 667 12853 453
15874 872 15587 7301
15875 262 16001 5556
15876 79 17473 13865
15877 387 11598 18966
15878 731 5559 17000
15879 735 10553 19627
15880 477 19648 8954
15881 724 10605 15418
15882 926 14313 6990
15883 525 16049 19949
15884 245 5584 19432
15885 331 940 11141
15886 598 16348 15658
15887 666 15375 19687
15888 409 17519 6847
15889 26 14535 14239
15890 747 15369 10219
15891 387 3267 1322
15892 629 19222 7157
15893 115 8932 17546
15894 800 10369 145
15895 593 9199 7532
15896 359 1824 7745
15897 905 14209 832
15898 374 4370 17391
15899 643 18072 13428
15900 743 12552 13943
15901 226 494 13734
15902 702 11705 10068
15903 27 15335 12871
15904 875 15930 10703
15905 99 2683 5616
15906 522 1865 2903
15907 408 9534 4244
15908 398 5413 4481
15909 946 10184 9362
15910 33 3400 17248
15911 363 4281 9090
15912 72 19084 9613
15913 815 16440 11437
15914 339 19875 7672
15915 256 13280 12238
15916 830 11022 5160
15917 491 9057 8001
15918 348 14849 19356
15919 750 1247 14655
15920 802 13675 11879
15921 927 10575 15032
15922 906 7323 15920
15923 841 8257 18354
15924 348 11554 5069
15925 184 2491 5585
15926 859 10844 18048
15927 478 9517 13739
15928 94 19417 1683
15929 801 16114 10637
15930 882 5567 5170
15931 779 15738 19299
15932 586 5739 8970
15933 908 14028 10739
15934 815 5311 6849
15935 270 13022 16264
15936 641 19162 18472
15937 71 1728 4659
15938 357 7342 16941
15939 458 8821 1246
15940 583 30 1928
15941 360 8592 2938
15942 973 18689 2691
15943 156 4223 9269
15944 767 13593 18488
15945 920 10481 15393
15946 867 10491 7254
15947 80 17804 11164
15948 901 6609 19931
15949 732 15796 12291
15950 174 8115 10934
15951 82 9316 13671
15952 750 10233 4287
15953 32 14233 5491
15954 533 8884 1951
15955 32 11605 4611
15956 219 13037 8063
15957 88 8633 13356
15958 623 2259 17275
15959 517 16324 17222
15960 157 6188 14707
15961 676 17081 5883
15962 627 12530 11446
15963 718 6179 7160
15964 303 16632 1345
15965 502 3355 2161
15966 59 2786 12602
15967 858 8035 6630
15968 526 7582 2003
15969 298 12245 9564
15970 675 2845 17338
15971 439 9875 8185
15972 690 14086 1776
15973 655 5922 520
15974 99 19821 6527
15975 942 7291 15441
15976 59 18131 17704
15977 42 5188 2189
15978 962 19016 7873
15979 752 13615 15909
15980 972 13539 16340
15981 475 14997 15197
15982 360 7869 13632
15983 328 14946 12369
15984 315 11700 11422
15985 223 10840 1906
15986 123 8198 16523
15987 216 10840 8195
15988 120 11738 3638
15989 400 1655 4578
15990 332 6695 18815
15991 250 12172 6731
15992 643 1615 17608
15993 717 4433 6296
15994 678 8175 6179
15995 383 2695 6742
15996 680 2288 10201
15997 354 17040 10318
15998 33 933 15221
15999 266 4694 12337
16000 151 568 14161
16001 404 13847 465
16002 744 14418 9222
16003 657 3477 10480
16004 323 4040 9730
16005 457 16614 15647
16006 964 5150 3518
16007 585 13764 9360
16008 686 8017 8355
16009 723 4450 14849
16010 265 18969 14863
16011 607 1786 5710
16012 457 9236 1758
16013 854 18572 10721
16014 363 15662 5533
16015 171 5496 1100
16016 529 7500 11836
16017 483 6758 14875
16018 393 3658 5269
16019 559 17897 5922
16020 794 8666 17390
16021 925 18328 19745
16022 695 2773 19390
16023 860 19315 9835
16024 984 19770 11738
16025 704 2705 12585
16026 78 10938 19083
16027 331 19135 9053
16028 315 12896 9607
16029 795 14174 8238
16030 253 10532 4731
16031 40 19142 193
16032 389 8448 2377
16033 903 5566 9933
16034 394 5118 17246
16035 384 16237 17640
16036 515 10821 8377
16037 524 305 2265
16038 790 19265 15398
16039 713 15993 19631
16040 137 11359 1476
16041 472 9871 12312
16042 443 1425 7487
16043 786 16059 4694
16044 770 11262 1456
16045 724 4200 16498
16046 826 912 1877
16047 482 10144 2513
16048 858 15845 1063
16049 286 16229 7907
16050 699 13872 1405
16051 433 8132 3468
16052 689 3202 7260
16053 774 9767 412
16054 642 15968 19248
16055 404 4178 2877
16056 502 8788 11470
16057 509 10604 5815
16058 673 11315 9456
16059 738 5871 16476
16060 788 6593 4112
16061 511 18400 13094
16062 952 16453 11090
16063 706 2959 11634
16064 939 1711 13857
16065 967 12820 17074
16066 365 16649 2301
16067 122 11749 15338
16068 865 10652 11953
16069 92 13627 13644
16070 583 13807 13585
16071 54 19079 9880
16072 440 18535 7848
16073 266 7831 12714
16074 359 13347 463
16075 331 18634 12140
16076 129 3913 13543
16077 222 2351 7178
16078 435 19235 10951
16079 144 6156 6139
16080 963 8545 12171
16081 162 2445 16736
16082 631 12228 12940
16083 617 13241 2207
16084 981 4215 2671
16085 935 4761 14078
16086 875 18596 14779
16087 869 10220 18285
16088 507 12708 18996
16089 548 18135 9967
16090 781 15785 18712
16091 428 16628 19874
16092 595 6494 2794
16093 69 13921 7355
16094 516 11387 5309
16095 735 1669 8515
16096 594 6713 12736
16097 790 6003 5912
16098 759 11388 18461
16099 266 2574 13826
16100 14 4362 7702
16101 504 3948 4395
16102 610 9226 13283
16103 509 327 3624
16104 120 12794 6678
16105 594 19855 2964
16106 259 16462 13934
16107 866 15292 556
16108 693 17175 11888
16109 841 11334 7412
16110 440 12724 145
16111 207 4912 5694
16112 203 395 13540
16113 491 11413 13670
16114 512 6752 11560
16115 410 14902 12245
16116 794 9480 5446
16117 326 19922 17066
16118 828 2126 61
16119 868 9763 275
16120 885 1157 7113
16121 218 5221 15360
16122 780 605 7143
16123 795 4176 10110
16124 736 17162 5705
16125 895 14565 9981
16126 776 12482 6783
16127 709 10645 4172
16128 869 7512 11191
16129 128 13538 2649
16130 717 18244 16870
16131 998 4956 421
16132 13 7957 17696
16133 347 14066 19093
16134 999 16566 13535
16135 585 4546 2198
16136 950 10972 6549
16137 106 2099 3374
16138 790 5360 16466
16139 506 2575 15290
16140 838 19755 983
16141 444 6851 12822
16142 244 12613 12885
16143 501 12854 9952
16144 85 5740 16617
16145 434 8069 5189
16146 537 10694 19055
16147 20 9171 11019
16148 710 6307 6588
16149 744 16100 1613
16150 294 5669 19700
16151 512 1011 7370
16152 363 11836 7166
16153 685 6485 3527
16154 737 6582 5088
16155 139 8222 11237
16156 434 14687 10814
16157 606 14798 3215
16158 842 11216 1554
16159 388 8176 1786
16160 475 13199 16427
16161 477 18200 2018
16162 727 2197 4122
16163 165 13042 10805
16164 824 9307 9571
16165 83 17754 19779
16166 173 16400 11650
16167 253 19640 16558
16168 931 16635 16475
16169 938 5545 130
16170 133 2419 10748
16171 488 9061 19238
16172 433 14474 16274
16173 101 8789 18820
16174 753 8063 13105
16175 887 2781 13376
16176 433 11535 14433
16177 530 11350 4511
16178 730 5456 4386
16179 869 12672 3556
16180 682 18595 10741
16181 692 8811 18466
16182 586 776 4293
16183 886 9991 18412
16184 807 8635 19018
16185 697 9715 6216
16186 479 8389 10480
16187 894 15737 13411
16188 749 12946 2517
16189 558 7789 17771
16190 650 14317 11247
16191 805 11139 539
16192 881 1112 19091
16193 618 2962 12042
16194 772 11359 13116
16195 202 14535 16894
16196 587 4641 6825
16197 784 11947 19370
16198 836 6169 12570
16199 603 500 3834
16200 167 9331 2849
16201 435 15062 1005
16202 585 12545 3475
16203 429 10721 7528
16204 514 1125 17401
16205 968 17527 1362
16206 10 14363 4450
16207 934 4582 952
16208 573 7323 7034
16209 976 17993 3283
16210 21 2185 5175
16211 415 18934 13989
16212 235 15621 14044
16213 976 14512 5370
16214 672 571 6532
16215 312 14542 7325
16216 239 8199 16491
16217 440 12298 11848
16218 481 15827 31
16219 654 3297 18982
16220 425 82 11387
16221 834 10681 16068
16222 613 9404 6350
16223 499 13370 16027
16224 276 1113 10408
16225 216 12815 14764
16226 87 19694 7995
16227 753 12860 8233
16228 614 19562 184
16229 445 11197 8865
16230 517 18014 17454
16231 783 7899 1640
16232 524 11592 16956
16233 137 14049 17491
16234 348 1904 5270
16235 149 6958 3097
16236 442 19326 5770
16237 333 13748 4187
16238 806 8916 16231
16239 712 16658 1595
16240 345 1070 18466
16241 323 16897 1695
16242 808 462 2969
16243 135 9629 12651
16244 816 10337 19935
16245 51 15297 425
16246 948 838 2304
16247 999 19002 1821
16248 224 1144 14770
16249 970 17008 16595
16250 411 10493 8442
16251 655 14451 7595
16252 299 10126 16257
16253 781 7995 13168
16254 849 18758 7601
16255 577 18800 1062
16256 117 19804 9053
16257 598 6903 3516
16258 979 17404 10418
16259 519 18849 12385
16260 234 2217 17159
16261 215 4700 3578
16262 310 434 11473
16263 662 4123 17745
16264 377 8294 5739
16265 98 2220 3393
16266 211 19101 1371
16267 317 11579 19698
16268 310 471 18934
16269 299 5441 18920
16270 331 2066 5945
16271 646 18504 14695
16272 756 19320 1191
16273 262 7479 4571
16274 736 18278 17768
16275 489 14668 13721
16276 47 12752 14096
16277 871 12689 5417
16278 970 17156 18914
16279 925 10491 2327
16280 27 6619 10149
16281 636 6961 18486
16282 233 15413 18026
16283 303 17490 15110
16284 31 9509 6370
16285 532 17303 3274
16286 254 6440 13351
16287 690 5278 18627
16288 732 6701 14670
16289 404 279 5910
16290 532 12513 7941
16291 493 5467 144
16292 965 4011 11411
16293 91 10122 18325
16294 130 18052 10672
16295 854 7289 7315
16296 842 3455 2545
16297 434 15397 16690
16298 458 1850 11177
16299 872 14715 13303
16300 83 14821 16164
16301 731 19428 4475
16302 631 18306 18109
16303 905 4416 1093
16304 953 7460 1935
16305 464 5114 17388
16306 286 10472 14347
16307 525 1097 11715
16308 705 6085 7806
16309 437 423 6855
16310 458 424 12388
16311 503 16017 17362
16312 902 3629 19484
16313 787 5562 8725
16314 688 19565 15471
16315 341 5733 12386
16316 75 11193 15248
16317 298 6204 13266
16318 498 18880 13572
16319 107 8479 11910
16320 244 10131 10366
16321 793 14831 11678
16322 464 5822 11647
16323 704 9845 9737
16324 159 16980 17427
16325 747 10588 4571
16326 597 13738 19776
16327 845 1590 3686
16328 981 17059 11970
16329 848 3415 3375
16330 763 3677 10311
16331 924 14181 15608
16332 566 8180 7609
16333 337 11282 2443
16334 303 15071 14018
16335 47 13777 16201
